text_id,en,da,nl,sv,no,el,it,de,es,fr,et,ja
dash_tip_overdressed,"The weather is not very warm. However, you may be overdressed for the activity level you have chosen and heat stress may occur.",Vejrudsigten forudsiger ikke så varmt vejr så når du får indikation af varmestress kan det skyldes du har høj aktivitet og for meget tøj på ift. dette,"Het is niet erg warm. U heeft echter teveel kleding aan voor uw inspanning, waardoor u last kunt krijgen van de hitte.",Baserat på väderrapporten så är det inte särskilt varmt. Du kan dock vara överklädd för din aktivitetsnivå vilket kan leda till värmestress.,Basert på værrapporten er det ikke særlig varmt. Allikevel kan du ha på for mye klær ifht. aktivitetsnivået ditt. Derfor kan du bli utsatt for varmestress.,"Ο καιρός δεν είναι πολύ ζεστός. Ωστόσο, μπορεί να είστε παραπάνω ντυμένοι για το επίπεδο δραστηριότητας που έχετε επιλέξει και να προκληθεί θερμική καταπόνηση.","Secondo i report meteorologici non fa molto caldo. Comunque, il tuo livello di vestiario potrebbe essere troppo elevato per il livello di attività che hai scelto e potrebbe verificarsi stress termico da caldo.","Nach der Wettervorhersage ist es nicht besonders warm. Jedoch sind Sie möglicherweise überkleidet für die gewählte Aktivitätsebene, und Sie können eine thermische Belastung erleben.","Según el informe meteorológico, no hace mucho calor. Sin embargo, puedes estar usando mucha ropa para el nivel de actividad que has elegido y puede producirse estrés por calor.","Le temps n'est pas très chaud. Cependant, votre niveau de protection vestimentaire est peut-être trop élevé par rapport au niveau d'activité que vous avez choisi et vous pourriez expérimenter un stress hyperthermique.","The weather is not very warm. However, you may be overdressed for the activity level you have chosen and heat strain may occur.","The weather is not very warm. However, you may be overdressed for the activity level you have chosen and heat strain may occur."
dash_tip_normal,You should be able to maintain normal activities - but appropriate/adjusted behaviour is required.,"Du burde være i stand til at opretholde normale aktiviteter, men justeret adfærd (påklædning/væskeindtagelse) kan være nødvendig",U zou normale activiteiten moeten kunnen voortzetten - maar passend/aangepast gedrag is noodzakelijk.,Du bör kunna upprätthålla normala aktiviteter men var uppmärksam och justera aktivitet och kläder vid behov.,Du burde kunne opprettholde normale aktiviteter - men det krever justert oppførsel,"Θα πρέπει να είστε ικανός να διατηρήσετε τις κανονικές δραστηριότητες, αλλά η σωστή/προσαρμόσμένη συμπεριφορά είναι απαραίτητη.","Dovresti essere in grado di continuare le tue 
 normali attività - però sono necessari comportamenti appropriati/adattati.","Sie sollten normale Aktivitäten aufrechterhalten können, aber es fordert ein justiertes Benehmen.","Deberías poder mantener tus actividades normales, pero se requiere un comportamiento apropiado/ajustado.",Vous devriez être capable de maintenir des activités normales - mais un comportement approprié est requis.,You should be able to maintain normal activities - but appropriate/adjusted behaviour is required.,You should be able to maintain normal activities - but appropriate/adjusted behaviour is required.
dash_tip_windchill_significant_1,There is significant windchill,Der er betydelig windchill (vindkølingsfaktor),Er is significante kou door de wind,Det är betydlig vindkyla.,Det er betydelig windchill,Υπάρχει σημαντικός κρύος αέρας,E' presente un significativo windchill,Es gibt ein signifikanter Windchill,Hay un índice de enfriamiento del aire significativo,Il y a un refroidissement éolien significatif,There is significant windchill,There is significant windchill
dash_tip_windchill_significant_2,you should consider clothing with high wind-stopping properties.,Overvej at vælge tøj der har høj evne til at bremse vind (tøj med wind-breaker egenskaber).,u zou kleding met lage winddoorlaatbaarheid kunnen overwegen te dragen,Du bör överväga vindtäta kläder.,bør du vurdere klær med høye vindstoppende egenskaper.,Πρέπει να σκεφτείτε ένδυση με σημαντικές αντιανεμικές ιδιότητες,"dovresti considerare l'uso di indumenti
 in grado di bloccare efficacemente il vento.",Sie sollten Kleider mit windstoppenden Eigenschaften überlegen.,Debes considerar el uso de una chaqueta cortavientos u otra ropa similar.,vous devriez envisager des vêtements avec des propriétés coupe-vent élevées.,you should consider clothing with high wind stopping properties.,you should consider clothing with high wind stopping properties.
dash_tip_increase_insulation,You should consider increasing insulation from clothing by adding layers or choosing warmer/thicker clothing.,"Du kan med fordel øge isolering fra dit tøj ved at tage flere lag på, eller vælge varmere/tykkere tøj.",U zou meer lagen aan kunnen doen of kiezen voor warmere/dikkere kleding.,Du bör överväga att öka din isolering från kläder genom att klä dig i fler lager eller varmare/tjockare kläder.,Du bør vurdere å øke isolasjonen fra klær ved å legge til lag eller velge varmere/tykkere klær.,Πρέπει να σκεφτείς να αυξήσεις την επένδυση των ρούχων με την προσθήκη στρώσεων ή επιλέγοντας πιο ζεστή/βαριά ένδυση,"Dovresti aumentare il livello di isolamento
 fornito dai tuoi vestiti, aggiungendo strati o scegliendo vestiti più caldi o più spessi.",Sie sollten es überlegen die Wärmedämmung der Kleider durch mehere Schichten oder dickere Kleider zu erhöhen.,Debe considerar aumentar el aislamiento de la ropa agregando capas o eligiendo ropa más cálida / gruesa.,Vous devriez envisager d'augmenter votre isolation vestimentaire en ajoutant des couches ou en choisissant des vêtements plus chauds/épais.,You should consider increasing insulation from clothing by adding layers or choosing warmer/thicker clothing.,You should consider increasing insulation from clothing by adding layers or choosing warmer/thicker clothing.
dash_tip_extra_attention,"At this level you should pay extra attention to behaving appropriately, matching clothing to the cold level, and protecting exposed skin. Remember not to overdress, because sweating will cool you down.","Ved dette kulde-niveau anbefales det at være ekstra opmærksom på passende adfærd - match dit tøj til kuldestresset og beskyt udsat hud. Vær opmærksom på ikke at tage for meget tøj på, da sved køler dig ned.",Op dit niveau wordt u geadviseerd extra aandacht te besteden aan passend gedrag en kleding aan te passen aan de kou en blote huid te beschermen.,Vid denna nivån rekommenderas att du är extra uppmärksam och klär dig för att klara kylan samt skyddar naken hud. Klä dig inte för varmt då svettning kommer att kyla ner dig.,"På dette nivået anbefales du å være ekstra oppmerksom på passende oppførsel og tilpasse klær til kulden samt beskytte utsatt hud. Vær oppmerksom på å ta på for mye klær, fordi svette vil kjøle deg ned.","Σε αυτό το επίπεδο συνιστάται να δώσετε ιδιαίτερη προσοχή και να ταιριάξετε τα ρούχα με το κρύο και να προστατεύσετε το εκτεθειμένο δέρμα. Να θυμάστε να μη φορέστε πολλά ρούχα, επειδή ο ιδρώτας θα σας ρίξει τη θερμοκρασία.","A questo livello ti raccomandiamo di 
 prestare particolare attenzione ad assumere i comportamenti corretti, ad adattare gli indumenti al freddo e a proteggere la pelle esposta. Fai attenzione a non vestirti troppo pesante, altrimenti la sudorazione abbasserà la tua temperatura.","Auf dieser Ebene wird es Ihnen empfohlen darauf außerordentich aufmerksam zu sein, dass Sie sich der Kälte entsprechend benehmen und kleiden.","En este nivel, se recomienda prestar especial atención al comportamiento apropiado, hacer coincidir la ropa con el nivel de frío y proteger la piel expuesta. Ten cuidado de no usar demasiada ropa, porque la sudoración te enfriará.","A ce niveau, il est recommandé de porter une attention particulière à un comportement approprié et d'adapter les vêtements au froid et de protéger la peau exposée. Veillez à ne pas mettre trop de vêtements, car la transpiration vous refroidira.","At this level you should pay extra attention to behaving appropriately, matching clothing to the cold level, and protecting exposed skin. Remember not to overdress, because sweating will cool you down.","At this level you should pay extra attention to behaving appropriately, matching clothing to the cold level, and protecting exposed skin. Remember not to overdress, because sweating will cool you down."
dash_utci_english_only,UTCI available in English only.,UTCI kun tilgængelig på engelsk,UTCI is alleen in het Engels beschikbaar,UTCI är endast tillgängligt på engelska.,UTCI bare tilgjengelig på Engelsk.,Ο δείκτης UTCI είναι διαθέσιμος μόνο στα Αγγλικά.,UTCI disponibile solo in inglese,UTCI nur auf English verfügbar.,UTCI disponible apenas en Ingles.,UTCI disponible en anglais uniquement.,UTCI available in English only.,UTCI available in English only.
feedback_diff_sys_pred,Difference from system prediction,Afvigelse fra systemets værdi,Verschil van voorspelling systeem,Avvikelse från systemets värde,Forskjell fra systemets verdi,Διαφορά από την πρόβλεψη του συστήματος,Differenza dalla previsione del sistema,Unterschied von Systemwert,Diferencia respecto a la predicción del sistema,Différence avec le système de prédiction,Difference from system prediction,Difference from system prediction
details_desc,Here we show additional information that may be useful to the experienced user.,Her vises tekniske informationer som kan være af interesse for erfarne brugere.,Hier laten we extra informatie zien die nuttig kan zijn voor de ervaren gebruiker.,Här visar vi ytterligare information som kan vara användbart för den erfarne användaren.,Her viser vi tilleggsinformasjon som kan være nyttig for den erfarne brukeren.,Εδώ θα δείξουμε περισσότερες πληροφορίες που μπορεί να είναι χρήσιμες για έναν έμπειρο χρήστη,"Qui sono presenti ulteriori 
 informazioni, che potrebbero essere utili per gli utenti esperti.","Hier zeigen wir weitere Informationen, die dem Benutzer nützlich sein können",Aquí mostramos información adicional que puede ser útil para el usuario experimentado.,"Ici, nous montrons des informations supplémentaires qui peuvent être utiles à l'utilisateur expérimenté.",Here we show additional information that may be useful to the experienced user.,Here we show additional information that may be useful to the experienced user.
error_retrieve_weather,Unable to retrieve weather information.,Kunne ikke hente vejrinformationer.,activiteitsniveau,Kunde ej hämta väderinformationen.,Kunne ikke hente værinformasjon.,Αδυναμία εύρεσης πληροφοριών για το καρό,"Non in grado di recuperare
 le informazioni meteo.",Wetterinformation nicht aufrufbar,No se puede recuperar la información del clima.,Echec de récupération des données météo.,Unable to retrieve weather information.,Unable to retrieve weather information.
feedback_adaptation_colder_warmer,Click on 'colder' or 'warmer' to adjust to your experience,Tryk på 'koldere' eller 'varmere' for at tilpasse scoren til din oplevelse,Klik op 'kouder' of 'warmer' om uw ervaring aan te passen,Tryck på 'kallare' eller 'varmare' för att justera efter din upplevelse,Klikk på 'kaldere' eller 'varmere' for å tilpasse hjulet til din opplevelse af været,Επιλέξτε ‘ψυχρότερο’ ή ‘θερμότερο’ για να τροποποιήσετε την εμπειρία σας,Seleziona ‘più caldo’ o ‘più freddo’ per adeguare alla tua sensazione,"Klicken Sie auf ""kälter"" oder ""wärmer"", um Ihre Erfahrung anzupassen",Haz clic en 'más frío' o 'más cálido' para ajustarse a tu experiencia,Cliquez sur 'plus froid' ou 'plus chaud' pour vous adapter à votre expérience,Click on 'colder' or 'warmer' to adjust to your experience,Click on 'colder' or 'warmer' to adjust to your experience
indoor_tips_ppd,% is satisfied with this indoor environment,% tilfreds med det indendørs klima,% is tevreden met dit binnenklimaat,% är nöjda med detta inomhusklimatet,% er fornøyd med dette innemiljøet,% είναι ικανοποιημένο με αυτό το περιβάλλον εσωτερικού χώρου,% è soddisfatto con questo ambiente interno,% sind mit diesem Raumklima zufrieden,% está satisfecho con este ambiente interior,% est satisfait avec cet environnement intérieur,% is satisfied with this indoor environment,% is satisfied with this indoor environment
acknowledgement_utci,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementatie gebruikt de operationele procedure zoals gepubliceerd in het Internation Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI ontwikkeling is ondersteunt door de Europese Commisie via EU COST Action 730.,UTCI implementeringen beräknas som publicerat i International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,"UTCI-implementasjonen brukt her, beregnes som publisert i International Journal of Biometerology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI-utviklingen ble støttet av EU-kommisjonen via EU COST Action 730.",Ο υπολογισμός του δείκτη UTCI είναι βασισμένος στις διαδικασίες που δημοσιεύθηκαν στο επιστημονικό περιοδικό «International Journal of Biometeorology» (<a href='https://doi.org/10.1007/s00484-011-0454-1'> doi: 10.1007 / s00484-011-0454-1 </a>). Η υλοποίηση του υπολογισμού υποστηρίχθηκε από την Ευρωπαϊκή Επιτροπή μέσω του EU COST Action 730.,Per l’imprementazione dell’UTCI è stato utilizzato il procedimento operativo pubblicato all’interno del International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). Lo sviluppo dell’UTCI è stato sostenuto dalla Commissione Europea attraverso la EU COST Action 730.,UTCI-Implementation verwendet das Betriebsverfahren veröffentlicht im International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI-Entwicklung ist von European Commission via EU COST Action 730 unterstützt worden.,La implementación de UTCI utilizó el procedimiento operativo publicado en el International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). El desarrollo de UTCI fue apoyado por la Comisión Europea a través de la Acción 730 de COST de la UE.,L'UTCI a été implémenté en suivant la procédure opérationnelle publiée dans l'International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). Le développement de l'UTCI a été financé par la Commission européenne via l'EU COST Action 730.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.
str_heatacclimatised_iso7243,According to ISO7243 an <i>acclimatised</i> person is one who has been exposed to hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediately prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatised</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,"Volgens ISO7243 is een  <i>geacclimatiseerd</i> persoon iemand die is blootgestled aan de warme werkcondities (of gelijk, of extremere condities) gedurende minstens 1 volle werkweek. Als dit niet het geval is, dan is de persoon <i>niet geacclimatiseerd</i>.",Enligt standarden ISO7243 är en <i>acclimatized</i> person en person som har utsatts för varma arbetsmiljöer (eller liknande eller mer extrema miljöer) under minst en hel arbetsvecka före utvärderingen. Ifall detta inte stämmer så anses personen vara <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,"Σύμφωνα με το ISO7243 ένα <i> εγκλιματισμένο </i> άτομο είναι κάποιος/α που έχει εκτεθεί σε θερμές συνθήκες εργασίας (ή παρόμοιες ή πιο ακραίες συνθήκες) για τουλάχιστον μία ολόκληρη εβδομάδα εργασίας πριν από την περίοδο αξιολόγησης. Εάν αυτό δεν συμβαίνει, το άτομο αυτό θα πρέπει να θεωρηθεί «μη εγκλιματισμένο».","Secondo la ISO7243 an <i>acclimatized</i> la persona deve essere stata esposta a condizioni di lavoro calde (o condizioni simili o più estreme) per almeno un'intera settimana lavorativa, immediatamente prima del periodo di valutazione. In caso contrario, la persona deve essere considerata <i>unacclimatized</i>.",According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,"De acuerdo con ISO7243 una <i>aclimatada</i> persona es aquella que ha estado expuesta a condiciones de trabajo calurosas (o condiciones similares o más extremas), durante al menos 1 semana laboral completa, inmediatamente antes del período de evaluación. Si este no es el caso, se considerará a la persona <i>no aclimatada</i>.","Selon la norme ISO7243, une personne <i>acclimatée</i> est une personne qui a été exposée à des conditions de travail avec des températures élevées (ou dans des conditions similaires ou dans des conditions encore plus extrêmes) pendant au moins une semaine de travail à plein temps immédiatement avant la période d'évaluation. Si ce n'est pas de le cas, la personne doit être considérée comme <i>non-acclimatée</i>.",According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.
str_heat_less_sensitive,You are less sensitive to heat than average.,Du er mindre følsom (sensitiv) for varmestress end gennemsnittet,Je bent minder gevoelig voor hitte dan de gemiddelde persoon,Du är mindre känslig mot värme än genomsnittet.,Du er mindre følsom for varme en gjennomsnittet.,Είστε λιγότερο ευαίσθητοι στη ζέστη από τον μέσο όρο.,Sei meno sensibile al calore rispetto alla media.,Sie sind weniger wärmeempfindlich als durchschnittlich,Eres menos sensible al calor que el promedio.,Vous êtes moins sensible à la chaleur que la moyenne.,You are less sensitive to heat than average.,You are less sensitive to heat than average.
str_heat_more_sensitive,You are more sensitive to heat than average.,Du er mere følsom (sensitiv) for varmestress end gennemsnittet,Je bent gevoeliger voor hitte dan de gemiddelde persoon,Du är mer känslig mot värme än genomsnittet.,Du er mere følsom for varme en gjennomsnittet,Είστε πιο ευαίσθητοι στη ζέστη από τον μέσο όρο.,Sei più sensibile al calore rispetto alla media.,Sie sind mehr wärmeempfindlich als durchschnittlich,Eres más sensible al calor que el promedio.,Vous êtes plus sensible à la chaleur que la moyenne.,You are more sensitive to heat than average.,You are more sensitive to heat than average.
str_heat_simple_green,The green level means that low thermal stress is forecast.,Det grønne niveau indikerer at lavt termisk stress er forventet,Groen: er worden weinig problemen met hitte verwacht,Den gröna nivån innebär att låg termisk stress förväntas.,Det grønne nivået betyr at lav termisk belastning er forventet.,Το πράσινο επίπεδο σημαίνει ότι προβλέπεται χαμηλή θερμική καταπόνηση,Il livello verde significa che è previsto un basso stress termico.,"Der grüne Stand zeigt, dass die thermische Belastung niedrig ist.",El nivel verde significa que se prevé un bajo estrés térmico.,Le niveau vert signifie qu'un taux faible de stress thermique est attendu.,The green level means that low thermal stress is forecast.,The green level means that low thermal stress is forecast.
str_heat_simple_yellow,The yellow level means that moderate heat stress is expected.,Det gule niveau indikerer at moderat varmestress er forventet,Geel: er worden milde problemen met hitte verwacht,Den gula nivån innebär att måttlig värmestress väntas.,Det gule nivået betyr at moderat termisk belastning er forventet.,Το κίτρινο επίπεδο σημαίνει ότι προβλέπεται μέτρια θερμική καταπόνηση.,Il livello giallo significa che ci si aspetta un moderato stress termico da caldo.,"Der gelbe Stand zeigt, dass moderate thermische Belastung zu erwarten ist",El nivel amarillo significa que se espera un estrés térmico moderado.,Le niveau jaune signifie qu'un taux modéré de stress hyperthermique est attendu.,The yellow level means that moderate heat stress is expected.,The yellow level means that moderate heat stress is expected.
str_heat_simple_clothing,Safe reduction in clothing may lower heat stress.,mindre påklædning (uden at kompromittere sikkerhedsfaktorer som tøjet måtte give) kan reducere dit varmestress,Luchtige kleding kan de problemen met hitte verminderen,Mindre kläder (utan att kompromissa säkerhetsfaktorer) kan sänka din värmestress.,Ved å ta av deg noen klessplagg kan du forminske den termiske belastningen din.,Η μείωση του ρουχισμού μπορεί να μειώσει το θερμικό στρες.,La riduzione sicura della quantità di vestiti può abbassare lo stress termico da caldo,Reduktion der Kleidermenge kann die thermische Belastung vermindern.,La reducción segura de la cantidad de vestimenta puede reducir el estrés por calor.,Une diminution prudente du nombre de vêtements peut diminuer le stress hyperthermique.,Safe reduction in clothing may lower heat stress.,Safe reduction in clothing may lower heat stress.
str_heat_simple_orange,The orange level means that high heat stress is expected.,Det orange niveau indikerer at højt varmestress er forventet,Oranje: er worden problemen met hitte verwacht,Den orangea nivån indikerar att hög värmestress väntas.,"Det oransje nivået betyr, at høy termisk belastning er forventet.",Το πορτοκαλί επίπεδο σημαίνει ότι προβλέπεται υψηλή θερμική καταπόνηση.,Il livello arancione significa che ci si aspetta un elevato stress termico da caldo.,"Der orange Stand zeigt, dass hohe thermische Belastung zu erwarten ist.",El nivel naranja significa que se prevé un alto estrés por calor.,Le niveau orange signifie qu'un taux élevé de stress hyperthermique est attendu.,The orange level means that high heat stress is expected.,The orange level means that high heat stress is expected.
str_heat_simple_red,This level is associated with severe heat stress.,Dette niveau er forbundet med betragteligt varmestress,Rood: er worden ernstige problemen met hitte verwacht,Denna nivån är associerad med allvarlig värmestress.,Dette nivået er assosiert med alvorlig varmestress.,Αυτό το επίπεδο σχετίζεται με σοβαρό θερμικό στρες.,Questo livello è associato ad un grave stress termico da caldo.,Dieser Stand ist mit ernsthafte thermische Belastung assoziiert.,Este nivel está asociado con un alto estrés por calor.,Ce niveau est associé à un taux de stress hyperthermique sévère.,This level is associated with severe heat stress.,This level is associated with severe heat stress.
str_heat_long_green,"The score will increase towards higher warning levels if the weather worsens, your activity level increases or your clothing level increases.","Scoren stiger mod højere advarselsniveauer, hvis vejret forværres, dit aktivitetsniveau falder eller du tager noget af dit tøj af","De score zal hoger worden als het weer warmer wordt, je meer kleding draagt of een zwaardere activiteit uitvoert","Summan kommer att öka mot högre varningsnivåer ifall vädret förvärras, din aktivitetsnivå ökar eller din klädesnivå ökar.","Poengsummen vil øke mot høyere advarselsnivå hvis været forverres, aktivitetsnivået ditt økes eller mengden av klær økes.",Το σκορ θα αυξηθεί εάν ο καιρός επιδεινωθεί ή εάν το επίπεδο δραστηριότητάς ή ρουχισμού αυξηθεί.,"Il punteggio aumenterà verso livelli
 di avviso più elevati se il tempo peggiorerà, oppure se aumenterà la tua attività o il tuo vestiario","Der Stand wird sich nach höheren Warnungsebenen erhöhen, wenn das Wetter sich verschlechtert, Ihre Aktivitätsebene steigt oder Ihre Kleidungsmenge sich erhöht.","El puntaje aumentará hacia niveles de alerta más altos si el clima se agrava, aumenta tu nivel de actividad o aumenta tu nivel de ropa.","Le score augmentera vers des niveaux d'alerte plus élevés si le temps météo s'aggrave, si votre niveau d'activité augmente ou si votre niveau de protection vestimentaire augmente.","The score will increase towards higher warning levels if the weather aggravates, your activity level increases or your clothing level increases.","The score will increase towards higher warning levels if the weather aggravates, your activity level increases or your clothing level increases."
str_heat_long_yellow_1,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,Je kan het als warmer dan normaal ervaren en zweten. In principe zou je wel je werkzaamheden moeten kunnen uitvoeren,Du bör kunna upprätthålla normala aktiviteter men du kan uppleva högre värmestress och svettas mer än vanligt.,Du burde kunne opprettholde normale aktiviteter. Du vil kunne oppleve varmestress og svette mere enn vanlig.,Θα πρέπει να είστε σε θέση να διατηρήσετε τις κανονικές σας δραστηριότητες. Μπορεί να αντιμετωπίσετε υψηλότερη θερμική καταπόνηση και περισσότερη εφίδρωση από το κανονικό.,"Dovresti essere in grado di continuare le tue 
 normali attività. Potresti sperimentare livelli di tensione termica e di sudorazione più elevati del normale.",Sie sollten normale Aktivitäten aufrechterhalten können. Möglicherweise erleben Sie eine höhere thermische Belastung und erhöhtes Schwitzen.,Deberías poder mantener actividades normales. Puede que experimentes una mayor tensión térmica y más sudoración de lo normal.,Vous devriez pouvoir maintenir des activités normales. Vous pourriez expérimenter un plus grand stress thermique et un niveau de sueur plus élevé que la normale.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.
str_heat_long_yellow_2,"Consider clothing adjustments, more breaks, and drinking more than normal; especially when the score approaches the red heat stress level.","Overvej flere pauser, mindre påklædning og hyppigere væskeindtag; især når scoren øges","Bespreek en denk na over kledingaanpassingen, meer pauzes en drink meer dan normaal. Met name als de score richting rood gaat.","Överväg att klä dig lättare, ta fler raster och drick mer än vanligt; speciellt när summan närmar sig den röda värmestressnivån.","Vurder å justere klesmengden din, ta flere pauser og drikk mere enn vanlig. Spesielt når poensummen nermer seg det røde nivået.","Σκεφτείτε να προσαρμόσετε το ρουχισμό σας, να κάνετε περισσότερα διαλείμματα και να πιείτε περισσότερα υγρά από το κανονικό, ειδικά όταν το σκορ πλησιάζει το κόκκινο επίπεδο στρες.","Considera di adattare il tuo vestiario, di effettuare più pause e di bere più del normale; specialmente quando il punteggio si avvicina al livello rosso di stress termico da caldo.","Überlegen Sie Anpassung der Kleidungsmenge und Pausen, und trinken Sie mehr als normal; insbesondere wenn sich das Niveau die rote ebene nähert.","Considera ajustes de ropa, más descansos y bebe más líquidos de lo normal; especialmente cuando el puntaje se acerca al nivel rojo de estrés por calor.","Penser à adapter votre niveau d'habillement, à prendre plus de pauses et à boire plus que la normale, particulièrement lorsque votre score s'approache du niveau rouge d'alerte de stress hyerthermique.","Consider clothing adjustments, more breaks, and drinking more than normal; especially when the score approaches the red heat stress level.","Consider clothing adjustments, more breaks, and drinking more than normal; especially when the score approaches the red heat stress level."
str_heat_long_orange_1,Pay special attention to drinking sufficient fluid during the first days with this heat stress.,Vær opmærksom på din væskebalance - især i de første dage med varmestress,Zorg ervoor dat je voldoende drinkt.,Var extra uppmärksam på att dricka tillräckligt med vätska under de första dagarna med denna värmestressen.,"Vær oppmerksom på å drikke tilstrekkelig, spesielt i løpet av de første dagene med dette varmestressnivået.",Δώστε ιδιαίτερη προσοχή στην κατανάλωση επαρκούς ποσότητας υγρών κατά τις πρώτες μέρες που έχουν αυτό το θερμικό στρες.,Presta particolare attenzione a bere sufficientemente durante i primi giorni con questo stress termico da caldo.,"Seien Sie darauf besonders aufmerksam, ob Sie während der ersten Tage mit thermische Belastung genügend trinken.",Presta especial atención a beber suficientes líquidos durante los primeros días con este estrés por calor.,Buvez suffisamment pendant les premiers jours de cette période de stress hyperthermique.,Pay special attention to drinking sufficient fluid during the first days with this heat stress.,Pay special attention to drinking sufficient fluid during the first days with this heat stress.
str_heat_long_orange_2,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.,Overvej at justere/planlægge aktiviteter så fysisk krævende arbejde/træning ol. placeres på de tidspunkter af dagen hvor varmen er lavest,Probeer zware activiteiten op koelere momenten van de dag te plannen en neem de tijd om je aan te passen.,Överväg att anpassa dina aktiviteter (tungt fysiskt arbete under perioder av dagen med låg värme) och ge dig tid att anpassa dig till värmen.,Vuder å tilpasse aktivitetene dine så fysisk harde oppgaver ligger i løpet av dagens kaldeste perioder. Gi kroppen tid til å tilpasse seg.,Σκεφτείτε να αλλάξετε τις δραστηριότητές σας (βαριές σωματικές εργασίες κατά τις περιόδους της ημέρας με τη χαμηλότερη ζέστη) και να αφήσετε χρόνο για να προσαρμοστείτε.,Considera di adattare il tuo livello di attività (mansioni pesanti a livello fisico durante i momenti meno caldi della giornata) e prenditi del tempo per adattarti.,Überlegen Sie die Aktivitäten anzupassen (schwere körperliche Anstrengungen an der kälteren Zeiten des Tages) und erlauben Sie sich eine gewisse Anpassungszeit.,Considera ajustar las actividades realizas (tareas físicas pesadas durante los períodos del día con el calor más bajo) y permitete algo de tiempo para adaptarte.,Pensez à ajuster vos activités (concentrez les efforts physiquement importants pendant les épisodes de moindre chaleur de la journée) et donnez-vous le temps de vous adapter.,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.
